"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"SC92LMTW","book","1800","","Karte von Deutschland in XVI. Blätt. nach des H. O. C. Büsching Erdbeschreibung und den besten Hülfsmitteln","","","","","","","1800","2019-02-13 17:27:15","2019-02-13 17:27:15","","","1 Kt. in 16 Bl., Kupferst","","","","","","","","","","Verlag der K. P. Ac. Kunst und Buchhandlung von Simon Schropp & Co.","Berlin","","","","","","","","","<p>Nullmeridian:Ferro. - Windrose oben links. - Titelkartusche mit allegor. Darstell. unten links. - Maßstab u. Erklärungen unten rechts. - Stecher auf fast auf jedem Bl. unten links im o. unter Rahmen</p>","","","","","Sotzmann, Daniel Friedrich; Meil, Johann Wilhelm; Jäck, Carl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4EG3XQXY","book","1800","","Carte D'Europe","","","","","","","1800","2019-02-13 17:27:15","2019-02-13 17:27:15","","","1 Karte","","","","","","","","","","[Verlag nicht ermittelbar]","[Erscheinungsort nicht ermittelbar]","","","","","","","","","<p>Nullmeridian: Paris. - Maßstab in grafischer Form (Milles Marins, Lieues communes de France)</p>; <p>Oben rechts: &quot;Pl. 15.&quot;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDE6C69C","book","1800","","Post-Charte von Deutschland, welche nach den Staaten der groessten deutschen Fürsten illuminirt ist","","","","","","","1800","2019-02-13 17:27:15","2020-01-28 14:05:38","","","1 Kt., Kupferst","","","","","","","","","","Schwickertschen Verlage","Leipzig","","","","","","","","","<p>IMD-Felder maschinell generiert</p>; <p>Kopftitel. - Erklärungen links oben. - Stecher rechts unten unter Kartenrahmen. - Verlag Mitte unter Kartenrahmen</p>","","","Postal routes","","Liebe, Gottlob August","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFM6I6IY","webpage","","","Bild2.jpg (JPEG-Grafik, 1651 × 1246 Pixel)","","","","","http://karten.bibliothek.uni-halle.de/altkt/D_II_1_6_7/Bild2.jpg","","","2019-02-13 16:51:09","2019-02-13 16:51:09","2019-02-13 16:51:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T2EETTXE","book","1771","Anville, Jean-Baptiste Bourguignon d'","États Formés En Europe Après La Chute De L'Empire Romain En Occident.","","","","","","","1771","2019-02-13 17:27:22","2020-01-28 13:53:13","","","viii Seiten, 269 Seiten, 1 ungezähltes Blatt, 1 ungezähltes und gefaltetes Blatt mit Karte","","","","","","","","","","De L'Imprimerie Royale","A Paris","","","","","","","","","<p>Bei der Karte handelt es sich um einen Kupferstich</p>; <p>Bei der Karte handelt es sich um einen Kupferstich</p>; <p>Vorlageform der Veröffentlichungsangabe: A Paris, De L&apos;Imprimerie Royale. M.DCCLXXI.</p>; <p>Vorlageform der Veröffentlichungsangabe: A Paris, De L&apos;Imprimerie Royale. M.DCCLXXI.</p>","","","Holy Roman Empire; Maps","","Delahaye, Guillaume-Nicolas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LXUW89V","book","1710","","[Sammlung von Landkarten] : [Osmanisches Reich, Asien, Afrika] : Regni Hungariae, Graeciae, Et Moreae, Regionumque Finitimarum Nova Polita, Fida Delineatio : Estats de lEmpire des Turqs en Europe, subdivisés suivant lEstendue des Beglerbeglicz ou Gouvernements dans lesquels sont marquées les Residences des Sangiacz qui endependent tirés de plusieurs Memoires et des Relations les plus recentes","","","","","","","1710","2019-02-13 17:27:58","2019-02-13 17:52:17","","","1 Kt.","","Kt. 10. Regni Hungariae, Graeciae, Et Moreae, Regionumque Finitimarum Nova Polita, Fida Delineatio : Estats de lEmpire des Turqs en Europe, subdivisés suivant lEstendue des Beglerbeglicz ou Gouvernements dans lesquels sont marquées les Residences des Sangiacz qui endependent tirés de plusieurs Memoires et des Relations les plus recentes","","","","","","","","Pierre Schenk avec Privilege","Amsterdam","","","","","","","","","<p>Maßstab in graph. Form (Milles Pas Geometriques ou Mille dItalie, Lieues communes de France, Lieues communes dAllemagne, Lieues dune heure de chemin, Lieues de Hongrie, Dietes ou Iournées communes). - Titel über d. Karte, Kartusche mit Nebensachtitel unten links Mitte, Maßstabskartusche Mitte rechtsSammlung von 93 gefalteten und in einem Bd. zsgebundenen Einzelkarten. - Mit handschriftl. alphabetischem Register</p>","","","Osmanisches Reich / Altkarte","","Schenk, Nicolas&datl=1600-1667 [Kartogr.], Pieter&datl=1728-1784 [Kartogr.] ; Sanson","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4CMD8HFM","book","1788","","Sammlung von Landkarten, Ersten Teil. 105. General Karten enthaltend / Zweiter Teil. General Karten enthaltend. 70. Special Karrten von Teutschland enthalten","","","","","https://landkartenarchiv.de/homann1788.php","Inhalt: 183 Einzelblätter Verlag: Homann, Frankfurt am Main Ausgabe von 1788   Vorwort Johann Baptist Homann gründete 1702 einen Verlag für Kartographie in Nürnberg. Eine erster Atlas erschien 1707. Er war schnell der bekannteste und bedeutendste Herausgeber von Landkarten und Atlanten in Europa. Nach dem Tod 1724 übernahm sein Sohn der nach seinem frühen Tod 1730 es an Ebersberger und Franz weitergab. Der Verlag wurde als Homanns Erben bekannt und geschätzt. Bis 1848 waren Homanns Erben die führenden Kartographen in Europa.  Im Landkartenarchiv sind die Werke von 1742 und 1788 online. Die Kartographie gehört zu den besten kartographisch Leistungen des 18. und 19. Jahrhunderts.","1788","2019-02-13 17:43:43","2020-01-28 13:52:18","","","183","","","","","","","","","","Homann","Frankfurt","","","","","","","","","","","","Holy Roman Empire; Maps; Postal routes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ICJ3GE6A","book","1730","","Atlas Novas Indicibus Instructus","","","","","https://landkartenarchiv.de/seutter1730","Atlas Novas Indicibus Instructus. (1730) Inhalt: 52 Einzelblätter Verlag: Matthäus Seutter - Seutter Verlag Ausgabe von 1730","1730","2019-02-13 17:41:14","2019-02-13 17:42:04","","","52","","","","","","","","","","Matthaeus Seutter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VEENHPC","book","","","Climatic atlas of Europe = Atlas climatique de lEurope","","","","","","","","2019-02-13 17:28:03","2019-02-13 17:38:16","","","","","","","","","","","","","WMO","[Geneva]","","","","","","","","","<p>Text engl., franz., russ. und span.</p>","","","","","Steinhauser, Ferdinand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R4QFWE6P","book","","","Le Cours du Danube des sa Source jusquá ses Embouchures en 3. feuilles : dont la I. comprend les pays Germaniques, sçavoir la Suabe, la Baviere, & lAutriche, le tout enluminé de rouge, la II. contient le Royaume de Hongrie, la Principauté de Transylvanie, les Royaumes de Sclavonie, de Bosnie, de Servie et de Dalmatie, le tout enluminé de jaune, la III. contient tous les pays du Grand Seigneur Situés dans lEurope savoir la Valachie, la Moldavie, la Romanie, la Grece, et les Frontieres de la petite Tatarie, le tout enluminé de verd","","","","","","","[1. Hälfte 18. Jahhundert?]","2019-02-13 17:27:59","2020-01-28 13:51:27","","","1 Karte auf 3 Blättern","","","","","","","","","","","Norimbergæ","","","","","","","","","<p>Titel unten linksMaßstabsleisten (Milliaria Germanica Communia, Milliaria Italica sive Geometrica, Milliaria Hungarica Communia, Milliaria Gallica)Danubii Fluminis (à fontibus prope Doneschingam usq[ue] Posonium urbem designati) Pars Superior : in qua Suevia, Bavaria, Austria, Stiria, Carinthia, Carniola, Tyrolis et Helvetia cum magna parte Italiæ exhibenturDanubii Fluminis (ab urbe Lentia usq[ue] et ultra Bydenam urbem cum influentibus fluviis delineati) Pars Media : in qua Hungaria, Sclavonia, Bosnia, Dalmatia et Servia cum vicinis aliis Regionibus accuratè describunturDanubii Fluminis (hic ab urbe Belgrado, per Mare Nigrum usq[ue] Constantinopolim defluentis exhibiti) Pars Infima : in qua Transylvania, Walachia, Moldavia, Bulgaria, Servia, Romania et Bessarabia cum vicinis Regionibus ostenduntur</p>","","","Donauländer; Holy Roman Empire; Maps","","Homann, Johann Baptist","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUI4KKET","map","1739","Hase, Johann Matthias","Imperii Russici et Tatariae Universae tam maioris et Asiaticae, quam minoris et Europaeae Tabula : iuncta Sciagraphia explicationis eiusdem et descriptionis Russiae et Tatariae universae Geographico-historicae","","","","","","","1739","2019-02-13 17:27:58","2019-02-13 17:37:25","","","","","","","","","","","","","Homann","Norimbergae","","","","","","","","","<p>Maßstab in graph. Form (Milliar. German. Commun. ; Vorstae Russicae). - Nullmeridian: Ferro. - Titelkartusche oben links und unten links</p>","","","Russland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZZ9W243","map","1737","Fer, Nicolas de&datl=1646-1720 [Kartograf]","Carte Pour lIntelligence des Affaires Presente, Des Turcs, des Tartares, de Hongrois, des Polonois, des Suedois, et des Moscovites : Aux Environs De La Mer Noire et de la Mer Baltique","","","","","","Als Umrahmung der Titelkartusche mehrere Wappen","1737","2019-02-13 17:27:58","2019-02-13 17:37:15","","","","","","","","","","","","","Chez Benard","A Paris","","","","","","","","","<p>Adresse des Verlags: dans lIsle du Palais sur le Quay de lHorloge a la Sphere RoyaleTitelkartusche oben rechtsMaßstabsleiste (Degrez, Lieües)Mit Druckprivileg: Avec Privilege du Roy</p>","","","Osteuropa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AQM9TTIU","map","1733","Bieling, Lorentz","Extract einer General-Post-Charte von allen Post-routen durch gantz Teutschland und dessen gewöhnliche X. Creißen in benachbarte Länder","","","","","","","1733","2019-02-13 17:27:27","2020-01-28 13:52:05","","","","","","","","","","","","","[Johann Christoph Weigels Wittib]","[Nürnberg]","","","","","","","","","<p>Maßstab in graph. Form, ohne Maßeinheit. - Mit Suchnetz. - Titelkartusche oben links</p>; <p>Maßstab in graph. Form, ohne Maßeinheit. - Mit Suchnetz. - Titelkartusche oben links</p>","","","Holy Roman Empire; Maps; Postal routes","","","Weigel, Magdalena E.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTMC8JMP","book","1720","Bodenehr, Gabriel","Canischa","","","","","","","1720","2019-02-13 17:27:36","2019-02-13 17:36:01","","","1 Vogelschaubild","","","","","","","","","","[Gabriel Bodenehr]","Augsburg","","","","","","","","","<p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Oben rechts: &quot;41&quot;</p>; <p>Oben rechts: &quot;41&quot;</p>; <p>Ohne Kartennetz und Randgraduierung</p>; <p>Ohne Kartennetz und Randgraduierung</p>; <p>Titelkartusche oben Mitte. - Erläuterungskartusche unten links</p>; <p>Titelkartusche oben Mitte. - Erläuterungskartusche unten links</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CX958APG","book","1720","Bodenehr, Gabriel","Stockholm mitt allen Vorstædten","","","","","","","1720","2019-02-13 17:27:34","2019-02-13 17:35:23","","","1 Karte","","","","","","","","","","[Gabriel Bodenehr]","Augsburg","","","","","","","","","<p>&quot;Cum Grat. et Privil. Sac. Cæs. Maj.&quot;</p>; <p>&quot;Cum Grat. et Privil. Sac. Cæs. Maj.&quot;</p>; <p>E oben. - Maßstab in grafischer Form (Schwedische Ehlen). - Ohne Kartennetz und Randgraduierung</p>; <p>E oben. - Maßstab in grafischer Form (Schwedische Ehlen). - Ohne Kartennetz und Randgraduierung</p>; <p>Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Oben rechts: &quot;166.&quot;</p>; <p>Oben rechts: &quot;166.&quot;</p>; <p>Titelkartusche oben linke Hälfte</p>; <p>Titelkartusche oben linke Hälfte</p>; <p>Windrose. - Bergzeichnung</p>; <p>Windrose. - Bergzeichnung</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9TVKD5WW","book","1743","Hase, Johann Matthias&datl=1684-1742 [Kartograf]","Europa : Secundum legitimas Projectionis Stereographicæ regulas et juxta recentissimas observationes æque ac relationes = L Europe","","","","","","Als Umrahmung der Titelkartusche sitzende Fürstin mit Zepter sowie allegorische Figuren","1743","2019-02-13 17:27:57","2020-01-28 13:51:27","","","1 Karte","","","","","","","","","","Homannsche Erben","[Nürnberg]","","","","","","","","","<p>10 Maßstabsleisten (Milliar. Germanic. comun., Leucae Gallicae majores item Marinae, Leucae Gallicae minores, Milliar. Anglica Statutaria, Mill. Hispanica, Milliar. Italica vulgaria, Mill. Suecica, Mill. Hungarica, Vorstae Russicae, Milliar. Turcica)Titelkartusche oben linksMaßstabskartusche unten rechts, mit LinienIn Titelkartusche Druckprivileg: C.P.S.C.M.</p>; <p>Titelkartusche oben linksMaßstabskartusche unten rechts, mit Schmuckelementen10 Maßstabsleisten (Milliar. Germanic. comun., Leucae Gallicae majores item Marinae, Leucae Gallicae minores, Milliar. Anglica Statutaria, Mill. Hispanica, Milliar. Italica vulgaria, Mill. Suecica, Mill. Hungarica, Vorstae Russicae, Milliar. Turcica)</p>; <p>Titelkartusche oben linksMaßstabskartusche unten rechts, mit Schmuckelementen10 Maßstabsleisten (Milliar. Germanic. comun., Leucae Gallicae majores item Marinae, Leucae Gallicae minores, Milliar. Anglica Statutaria, Mill. Hispanica, Milliar. Italica vulgaria, Mill. Suecica, Mill. Hungarica, Vorstae Russicae, Milliar. Turcica)In Titelkartusche Druckprivileg: C.P.S.C.M.</p>","","","Europa; Holy Roman Empire; Maps","","","","","","","","","","","","","","","","","","","","","[Ohne Druckprivileg]","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCVXUCDK","book","","","Übersichtskarte von Mitteleuropa","","","","","","","","2019-02-13 17:28:01","2019-02-13 17:32:35","","","","","","","","","","","","","Kaiserlich-Königliches Militär-Geographisches Institut (Wien)","Wien","","","","","","","","","","","","Mitteleuropa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WN8ASF5M","book","","","[Generalkarte von Mitteleuropa]","","","","","","","","2019-02-13 17:28:01","2019-02-13 17:31:12","","","","","","","","","","","","","Kaiserlich-Königliches Militär-Geographisches Institut (Wien)","[Wien]","","","","","","","","","<p>Fortgeführt vom Bundesamt für Eich- und Vermessungswesen (Landesaufnahme)</p>","","","Mitteleuropa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNWGIL84","book","","Hettwer, Udo Bohn ; Gisela Gollub ; Christoph","Karte der natürlichen Vegetation Europas : Map of the Natural Vegetation of Europe","","","","","","","","2019-02-13 17:28:00","2019-02-13 17:31:06","","","","","","","","","Legende/Legend","","","","Bundesamt für Naturschutz","Bonn-Bad Godesberg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TN57F63L","book","1797","","Neueste Generalkarte von Deutschland in XXIV Blättern nach Büschings Erdbeschreibung, nach Chauchards und anderen neuesten Karten","","","","","","","1797","2019-02-13 17:27:15","2019-02-13 17:30:55","","","1 Kt. in 24 Bl., Kupferst","","","","","","","","","","[Verlag bey Joseph Philipp Schalbacher]","Wien","","","","","","","","","<p>Auch als elektronisches Dokument vh.</p>; <p>Auch als Primärausgabe vorh.</p>; <p>[ca. 1:530.000],</p>; <p>IMD-Felder maschinell generiert</p>; <p>IMD-Felder maschinell generiert</p>; <p>Titelkartusche auf Bl.I. - Erklärung der Zeichen und Abkürzungen auf Bl.XXIV unten rechts. - Schriftstecher auf Bl.III unten rechts im Kartenrahmen. - Nummerierung unten rechts unter Kartenrahmen (I-XXIV). - Nummerierung des Schrämbl Atlas oben rechts über Kartenrahmen (N. 46 - N. 69). - Auch als Atlas ersch. - Bibliograph. Angaben nach der Atlas-Ausg. fingiert</p>; <p>Titelkartusche auf Bl.I. - Erklärungen der Zeichen u. Abkürzungen auf Bl.XXIV unten rechts. - Schriftstecher auf Bl.III unten rechts im Kartenrahmen. - Nummerierung unten rechts unter Kartenrahmen (I-XXIV). - Nummerierung des Schrämbl Atlas oben rechts über Kartenrahmen (N.46-N.69)</p>","","","","","Schrämbl, Franz Anton; Schindelmayer, C. R.; Ponheimer, Kilian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQB235JW","book","1790","","Extract einer General-Post-Charte von allen Post-routen durch gantz Teutschland und dessen gewöhnliche X. Creißen in benachbarte Länder","","","","","","","1790","2019-02-13 17:27:16","2020-01-28 13:51:59","","","1 Kt","","","","","","Zürner, Adam Friedrich: Atlas von ganz Deutschland ; 1","","","","[Christoph Weigel und Schneider]","[Nürnberg]","","","","","","","","","<p>Maßstab in graph. Form, ohne Maßeinheit. - Mit Suchnetz. - Titelkartusche oben links</p>; <p>Maßstab in graph. Form, ohne Maßeinheit. - Mit Suchnetz. - Titelkartusche oben links</p>","","","Holy Roman Empire; Maps; Postal routes","","Weigel, Christoph; Schneider, Adam Gottlieb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYYNWQPM","book","1791","","Das Östliche und Nördliche Europa : Dritte Einleitungs- und Uebersichts-Karte Zum ersten Theile des Schauplatzes der fünf Theile der Welt nach und zu Büschings grosser Erdbeschreibung","","","","","","","1791","2019-02-13 17:27:16","2019-02-13 17:30:54","","","1 Kt","","","","","","Schauplatz Der Fünf Theile Der Welt / 1 ; [c]","","","","","[Wien]","","","","","","","","","<p>Mit Legende. - Mit 2 Nebenkt.</p>; <p>Mit Legende. - Mit 2 Nebenkt.</p>","","","","","Büsching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K929MNXC","book","1790","","Erster Theil Der Karte Von Europa : Welcher Frankreich, Deutschland, Italien Spanien, England, Scotland Und Ireland enthaelt","","","","","","","1790","2019-02-13 17:27:16","2019-02-13 17:30:53","","","1 Kt. auf 2 Bl","","","","","","","","","","","[Wien]","","","","","","","","","<p>Auch in: Allgemeiner Grosser Atlas ; 5/6</p>; <p>Auch in: Allgemeiner Grosser Atlas ; 5/6</p>; <p>Maßstab in graph. Form (Geographische oder deutsche Meilen, Franzoesische Meilen). - Nullmeridian: Ferro</p>; <p>Maßstab in graph. Form (Geographische oder deutsche Meilen, Franzoesische Meilen). - Nullmeridian: Ferro</p>; <p>Mit 1 Anschlußkt.: Faeröer Inseln, Shetlands Inseln</p>; <p>Mit 1 Anschlußkt.: Faeröer Inseln, Shetlands Inseln</p>","","","","","Anville, D' d'; Adam, Iacob; Schraembl, Franz Anton","","","","","","","","","","","","","","","","","","","Neu herausgegeben von F. A. Schraembl","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAVZKPER","book","1788","","Neue und vollkomene Postkarte durch ganz Teutschland nach Italien, Franckreich, Niederland, Preussen, Polen und Ungarn; C. P. S. C. M.","","","","","","","1788","2019-02-13 17:27:17","2020-01-28 13:52:13","","","1 Kt","","","","","","","","","","Artaria Compagnie","Wien","","","","","","","","","<p>Auch als Sekundärausg. vorh.</p>; <p>Auch als Sekundärausg. vorh.</p>; <p>Nullmeridian: Ferro. - Mit Entfernungsangaben</p>; <p>Nullmeridian: Ferro. - Mit Entfernungsangaben</p>; <p>Titelkartusche links oben. - Privileg links unten unter Kartenrahmen. - Erklärungskartusche rechts oben. - Erklärungen Mitte unter Kartenrahmen. - Stecher links unten über Kartenrahmen. - mit 1 Anschlußkt: Postkurs von Florenz bis Neapel</p>; <p>Titelkartusche links oben. - Privileg links unten unter Kartenrahmen. - Erklärungskartusche rechts oben. - Erklärungen Mitte unter Kartenrahmen. - Stecher links unten über Kartenrahmen. - mit 1 Anschlußkt: Postkurs von Florenz bis Neapel</p>","","","Holy Roman Empire; Maps; Postal routes","","Mansfeld, Johann Ernst","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"552VFNJM","book","1789","","Charte das Deutsche Reich nach seinen Kreisen und deren Unterabtheilungen vorstellend","","","","","","","1789","2019-02-13 17:27:16","2019-02-13 17:30:52","","","1 Kt., Kupferst","","","","","","","","","","Homännische Erben","Nürnberg","","","","","","","","","<p>IMD-Felder maschinell generiert</p>; <p>IMD-Felder maschinell generiert</p>; <p>Intermediärsprache: Französisch</p>; <p>Intermediärsprache: Französisch</p>; <p>Nullmeridian: Ferro. - Titelkartusche geschmückt mit Wappen oben links. - Maßstab oben Mitte links. - Erklärungskartusche links unten. - Parallelt. als Kopft. - Nullmeridianangabe unten links im Kartenrahmen. - mit Bergzeichen</p>; <p>Nullmeridian: Ferro. - Titelkartusche geschmückt mit Wappen oben links. - Maßstab oben Mitte links. - Erklärungskartusche links unten. - Parallelt. als Kopft. - Nullmeridianangabe unten links im Kartenrahmen. - mit Bergzeichen</p>; <p>Parallelt.: Nouvelle Carte geographique de L&apos; Empire d&apos; Allemagne divisé en ses Cercles &amp; sousdivisé en Principautes &amp; c. c.</p>; <p>Parallelt.: Nouvelle Carte geographique de L&apos; Empire d&apos; Allemagne divisé en ses Cercles &amp; sousdivisé en Principautes &amp; c. c.</p>","","","","","Güssefeld, Franz Ludwig","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KTMYPT5V","book","1788","Maire, François Joseph","Helespont ou Detroit Des Dardanelles : pour servir de renseignement à la Carte des Limites des trois Empires ou Théatre de la Guerre presente","","","","","","","1788","2019-02-13 17:27:16","2019-02-13 17:30:51","","","1 Karte","","","","","","","","","","[Verlag nicht ermittelbar]","[à Vienne]","","","","","","","","","<p>Maßstabsleiste: Toises, lieues France. - Ohne Kartennetz. - Mit Windrose. - NW oben (Angabe auf der Karte falsch)</p>; <p>Maßstabsleiste: Toises, lieues France. - Ohne Kartennetz. - Mit Windrose. - NW oben (Angabe auf der Karte falsch)</p>; <p>Mit 4 Festungsplänen &quot;Les Forts Des Dardanelles Armés En Guerre&quot;: &quot;Plan du Nouveau Chateau d&apos;Asie construit en 1658&quot;, &quot;Plan du Nouveau Chateau d&apos;Europe construit en 1658&quot;, &quot;Plan du Vieux Chateau d&apos;es Dardanelles en Asie&quot;, &quot;Plan du Vieux Chateau d&apos;Europe ou Dardanelle&quot;</p>; <p>Mit 4 Festungsplänen &quot;Les Forts Des Dardanelles Armés En Guerre&quot;: &quot;Plan du Nouveau Chateau d&apos;Asie construit en 1658&quot;, &quot;Plan du Nouveau Chateau d&apos;Europe construit en 1658&quot;, &quot;Plan du Vieux Chateau d&apos;es Dardanelles en Asie&quot;, &quot;Plan du Vieux Chateau d&apos;Europe ou Dardanelle&quot;</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4K4BUFCF","book","1788","","Dritter Theil Der Karte Von Europa : Welcher Das Südliche Russland Polen Und Ungarn die europaeische und beinahe die ganze asiatische Türkei enthaelt","","","","","","","1788","2019-02-13 17:27:17","2019-02-13 17:30:50","","","1 Kt. auf 2 Bl","","","","","","","","","","","[Wien]","","","","","","","","","<p>Auch als: Allgemeiner Grosser Atlass ; 9</p>; <p>Auch als: Allgemeiner Grosser Atlass ; 9</p>; <p>Maßstab in graph. Form (Geographische oder deutsche Meilen, Französische Meilen). - Nullmeridian: Ferro</p>; <p>Maßstab in graph. Form (Geographische oder deutsche Meilen, Französische Meilen). - Nullmeridian: Ferro</p>","","","","","Anville, ... d'; Schraembl, F. A.","","","","","","","","","","","","","","","","","","","Neu herausgegeben von F. A. Schraembl","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8KKAZAW","book","1787","","Neue Karte von Deutschland zur Übericht des deutschen Fürstenbundes","","","","","","","1787","2019-02-13 17:27:17","2019-02-13 17:30:49","","","1 Kt., kupferst","","","","","","","","","","Haude und Spener","Berlin","","","","","","","","","<p>IMD-Felder maschinell generiert</p>; <p>IMD-Felder maschinell generiert</p>; <p>Nullmeridian:Ferrro. - Kopftitel. - Maßstab u. Nullmeridianangabe unten rechts. - Stecher unten rechts unter Kartenrahmen</p>; <p>Nullmeridian:Ferrro. - Kopftitel. - Maßstab u. Nullmeridianangabe unten rechts. - Stecher unten rechts unter Kartenrahmen</p>","","","","","Sotzmann, Daniel Friedrich; Jäck, Carl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGGCLPVY","book","1787","","Les Voiages De Notre Seigneur Jesus Christ Et Les Apotres St. Pierre Et St. Paul Dans L'Asie, L'Afrique et L'Europe : L'on a ajouté tous les Noms des Regions et des Lieux dontil est parlé dans le Nouveau Testament","","","","","","","1787","2019-02-13 17:27:17","2019-02-13 17:30:49","","","1 Kt","","[15]","","","","Philippe: Atlas Universel pour l'étude de la Géographie et de l'histoire Ancienne et Moderne ; [15]","","","","[Nyon l'ainé]","[Paris]","","","","","","","","","<p>Maßstab in graph. Form (Pas, Stades). - Titelkartusche unten Mitte. - Zählung fingiert. - Weitere Zählung oben links: Carte Sixieme</p>; <p>Maßstab in graph. Form (Pas, Stades). - Titelkartusche unten Mitte. - Zählung fingiert. - Weitere Zählung oben links: Carte Sixieme</p>; <p>Mit 2 Nebenkt.: La Terre Sainte. Plan De La Ville de Jerusalem</p>; <p>Mit 2 Nebenkt.: La Terre Sainte. Plan De La Ville de Jerusalem</p>","","","","","Moullart-Sanson, Pierre; Haye, ... De la; Scotin, G.; Nyon, .̤","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
